StockCode,date,units,horizon_step,prediction,model,fold,origin
22197,2011-07-31,436.0,2,654.4085959689592,LightGBM,4,2011-07-17
22197,2011-08-07,2178.0,3,358.3060589934706,LightGBM,4,2011-07-17
22197,2011-08-14,1735.0,4,485.5108843109814,LightGBM,4,2011-07-17
22355,2011-07-24,280.0,1,269.37679608644066,LightGBM,4,2011-07-17
22355,2011-07-31,287.0,2,275.167367129115,LightGBM,4,2011-07-17
22355,2011-08-07,229.0,3,239.04945888744663,LightGBM,4,2011-07-17
22355,2011-08-14,550.0,4,298.2301827979951,LightGBM,4,2011-07-17
22386,2011-07-24,307.0,1,406.91275950684906,LightGBM,4,2011-07-17
22386,2011-07-31,403.0,2,401.6727260399371,LightGBM,4,2011-07-17
22386,2011-08-07,382.0,3,375.7785421722561,LightGBM,4,2011-07-17
22386,2011-08-14,551.0,4,415.1685416024591,LightGBM,4,2011-07-17
22411,2011-07-24,315.0,1,263.8911049169304,LightGBM,4,2011-07-17
22411,2011-07-31,118.0,2,245.90598217531695,LightGBM,4,2011-07-17
22411,2011-08-07,410.0,3,252.89531560345426,LightGBM,4,2011-07-17
22411,2011-08-14,239.0,4,281.8143340219452,LightGBM,4,2011-07-17
22423,2011-07-24,341.0,1,249.234359502524,LightGBM,4,2011-07-17
22423,2011-07-31,342.0,2,259.1992511496805,LightGBM,4,2011-07-17
22423,2011-08-07,180.0,3,244.59899797251452,LightGBM,4,2011-07-17
22423,2011-08-14,178.0,4,258.959386020535,LightGBM,4,2011-07-17
22469,2011-07-24,302.0,1,208.16573586731565,LightGBM,4,2011-07-17
22469,2011-07-31,125.0,2,202.7430226306238,LightGBM,4,2011-07-17
22469,2011-08-07,199.0,3,153.0713480211442,LightGBM,4,2011-07-17
22469,2011-08-14,149.0,4,142.50607583468414,LightGBM,4,2011-07-17
22492,2011-07-24,396.0,1,322.8829791043283,LightGBM,4,2011-07-17
22492,2011-07-31,252.0,2,313.3586713184177,LightGBM,4,2011-07-17
22492,2011-08-07,291.0,3,244.03822514762612,LightGBM,4,2011-07-17
22492,2011-08-14,180.0,4,370.65537106290435,LightGBM,4,2011-07-17
22616,2011-07-24,936.0,1,303.368695747436,LightGBM,4,2011-07-17
22616,2011-07-31,172.0,2,279.4056179545819,LightGBM,4,2011-07-17
22616,2011-08-07,1715.0,3,247.3887326325341,LightGBM,4,2011-07-17
22616,2011-08-14,138.0,4,295.0730670449005,LightGBM,4,2011-07-17
22952,2011-07-24,37.0,1,84.1574729617044,LightGBM,4,2011-07-17
22952,2011-07-31,843.0,2,66.76544122682196,LightGBM,4,2011-07-17
22952,2011-08-07,288.0,3,80.0208682687553,LightGBM,4,2011-07-17
22952,2011-08-14,101.0,4,78.26959112845367,LightGBM,4,2011-07-17
23084,2011-07-24,2.0,1,196.8875342889549,LightGBM,4,2011-07-17
23084,2011-07-31,13.0,2,200.8181487697918,LightGBM,4,2011-07-17
23084,2011-08-07,6.0,3,135.77228494144222,LightGBM,4,2011-07-17
23084,2011-08-14,10.0,4,139.36475474732376,LightGBM,4,2011-07-17
23166,2011-07-24,193.0,1,145.90127458502067,LightGBM,4,2011-07-17
23166,2011-07-31,362.0,2,136.31726948084636,LightGBM,4,2011-07-17
23166,2011-08-07,128.0,3,66.38544887186346,LightGBM,4,2011-07-17
23166,2011-08-14,59.0,4,81.55234260011808,LightGBM,4,2011-07-17
23843,2011-07-24,0.0,1,0.11144252648255454,LightGBM,4,2011-07-17
23843,2011-07-31,0.0,2,0.018263722052284742,LightGBM,4,2011-07-17
23843,2011-08-07,0.0,3,0.10190359780482602,LightGBM,4,2011-07-17
23843,2011-08-14,0.0,4,0.08054562773271046,LightGBM,4,2011-07-17
47566,2011-07-24,935.0,1,350.10047325804936,LightGBM,4,2011-07-17
47566,2011-07-31,520.0,2,314.3420880615297,LightGBM,4,2011-07-17
47566,2011-08-07,431.0,3,271.1079781030276,LightGBM,4,2011-07-17
47566,2011-08-14,330.0,4,341.28882600222744,LightGBM,4,2011-07-17
71459,2011-07-24,380.0,1,325.73942632933495,LightGBM,4,2011-07-17
71459,2011-07-31,96.0,2,289.70366853128525,LightGBM,4,2011-07-17
71459,2011-08-07,264.0,3,330.1752066679885,LightGBM,4,2011-07-17
71459,2011-08-14,188.0,4,353.2252138498289,LightGBM,4,2011-07-17
84077,2011-07-24,726.0,1,676.3977277768613,LightGBM,4,2011-07-17
84077,2011-07-31,823.0,2,585.8115841229205,LightGBM,4,2011-07-17
84077,2011-08-07,98.0,3,800.7226697015444,LightGBM,4,2011-07-17
84077,2011-08-14,577.0,4,698.1482077611448,LightGBM,4,2011-07-17
84347,2011-07-24,1.0,1,2.796793898109916,LightGBM,4,2011-07-17
84347,2011-07-31,7.0,2,3.2917581436454064,LightGBM,4,2011-07-17
84347,2011-08-07,12.0,3,4.857219778343333,LightGBM,4,2011-07-17
84347,2011-08-14,6.0,4,3.988583994835838,LightGBM,4,2011-07-17
84568,2011-07-24,44.0,1,39.84344754002559,LightGBM,4,2011-07-17
84568,2011-07-31,4384.0,2,34.50352360448163,LightGBM,4,2011-07-17
84568,2011-08-07,340.0,3,51.66642886574141,LightGBM,4,2011-07-17
84568,2011-08-14,35.0,4,76.84383435640626,LightGBM,4,2011-07-17
84755,2011-07-24,520.0,1,291.7970741747029,LightGBM,4,2011-07-17
84755,2011-07-31,306.0,2,261.7597169894802,LightGBM,4,2011-07-17
84755,2011-08-07,228.0,3,290.42370038234486,LightGBM,4,2011-07-17
84755,2011-08-14,688.0,4,312.7473440921613,LightGBM,4,2011-07-17
84879,2011-07-24,519.0,1,598.8106450974616,LightGBM,4,2011-07-17
84879,2011-07-31,478.0,2,650.6290510711324,LightGBM,4,2011-07-17
84879,2011-08-07,3800.0,3,518.7825222802787,LightGBM,4,2011-07-17
84879,2011-08-14,1323.0,4,633.4093999067562,LightGBM,4,2011-07-17
84946,2011-07-24,507.0,1,258.99267556826226,LightGBM,4,2011-07-17
84946,2011-07-31,159.0,2,254.84756291659005,LightGBM,4,2011-07-17
84946,2011-08-07,589.0,3,253.76214477403423,LightGBM,4,2011-07-17
84946,2011-08-14,163.0,4,305.94573486593254,LightGBM,4,2011-07-17
84970S,2011-07-24,234.0,1,257.2698602666867,LightGBM,4,2011-07-17
84970S,2011-07-31,119.0,2,202.02796588668772,LightGBM,4,2011-07-17
84970S,2011-08-07,92.0,3,239.56353774696387,LightGBM,4,2011-07-17
84970S,2011-08-14,63.0,4,300.274669212317,LightGBM,4,2011-07-17
84991,2011-07-24,124.0,1,247.23862583579503,LightGBM,4,2011-07-17
84991,2011-07-31,402.0,2,207.5826386015616,LightGBM,4,2011-07-17
84991,2011-08-07,248.0,3,228.93716980988913,LightGBM,4,2011-07-17
84991,2011-08-14,340.0,4,365.2395270029077,LightGBM,4,2011-07-17
84992,2011-07-24,205.0,1,201.33786306562953,LightGBM,4,2011-07-17
84992,2011-07-31,108.0,2,177.59401197003473,LightGBM,4,2011-07-17
84992,2011-08-07,273.0,3,149.67777540696443,LightGBM,4,2011-07-17
84992,2011-08-14,107.0,4,216.21049857316578,LightGBM,4,2011-07-17
85099B,2011-07-24,733.0,1,762.6262695736644,LightGBM,4,2011-07-17
85099B,2011-07-31,540.0,2,658.2874803452694,LightGBM,4,2011-07-17
85099B,2011-08-07,1050.0,3,734.924116657202,LightGBM,4,2011-07-17
85099B,2011-08-14,1373.0,4,690.1197143462356,LightGBM,4,2011-07-17
85099C,2011-07-24,210.0,1,260.06230032904676,LightGBM,4,2011-07-17
85099C,2011-07-31,164.0,2,244.66665025534513,LightGBM,4,2011-07-17
85099C,2011-08-07,264.0,3,229.13152629973635,LightGBM,4,2011-07-17
85099C,2011-08-14,262.0,4,298.7740782991805,LightGBM,4,2011-07-17
85099F,2011-07-24,140.0,1,292.5821339369226,LightGBM,4,2011-07-17
85099F,2011-07-31,434.0,2,322.2648027343365,LightGBM,4,2011-07-17
85099F,2011-08-07,547.0,3,245.91705668548602,LightGBM,4,2011-07-17
85099F,2011-08-14,320.0,4,310.91023569460555,LightGBM,4,2011-07-17
85123A,2011-07-24,729.0,1,700.6832884476765,LightGBM,4,2011-07-17
85123A,2011-07-31,780.0,2,753.6037475287009,LightGBM,4,2011-07-17
85123A,2011-08-07,441.0,3,525.3217416752223,LightGBM,4,2011-07-17
85123A,2011-08-14,477.0,4,702.5718528827612,LightGBM,4,2011-07-17
15036,2011-08-21,60.0,1,268.0,Naive (last week),5,2011-08-14
15036,2011-08-28,60.0,2,268.0,Naive (last week),5,2011-08-14
15036,2011-09-04,181.0,3,268.0,Naive (last week),5,2011-08-14
15036,2011-09-11,215.0,4,268.0,Naive (last week),5,2011-08-14
16014,2011-08-21,1.0,1,10.0,Naive (last week),5,2011-08-14
16014,2011-08-28,2054.0,2,10.0,Naive (last week),5,2011-08-14
16014,2011-09-04,0.0,3,10.0,Naive (last week),5,2011-08-14
16014,2011-09-11,1020.0,4,10.0,Naive (last week),5,2011-08-14
17003,2011-08-21,78.0,1,144.0,Naive (last week),5,2011-08-14
17003,2011-08-28,940.0,2,144.0,Naive (last week),5,2011-08-14
17003,2011-09-04,291.0,3,144.0,Naive (last week),5,2011-08-14
17003,2011-09-11,180.0,4,144.0,Naive (last week),5,2011-08-14
20724,2011-08-21,331.0,1,425.0,Naive (last week),5,2011-08-14
20724,2011-08-28,562.0,2,425.0,Naive (last week),5,2011-08-14
20724,2011-09-04,120.0,3,425.0,Naive (last week),5,2011-08-14
20724,2011-09-11,580.0,4,425.0,Naive (last week),5,2011-08-14
20725,2011-08-21,433.0,1,725.0,Naive (last week),5,2011-08-14
20725,2011-08-28,341.0,2,725.0,Naive (last week),5,2011-08-14
20725,2011-09-04,202.0,3,725.0,Naive (last week),5,2011-08-14
20725,2011-09-11,524.0,4,725.0,Naive (last week),5,2011-08-14
20727,2011-08-21,275.0,1,416.0,Naive (last week),5,2011-08-14
20727,2011-08-28,417.0,2,416.0,Naive (last week),5,2011-08-14
20727,2011-09-04,187.0,3,416.0,Naive (last week),5,2011-08-14
20727,2011-09-11,277.0,4,416.0,Naive (last week),5,2011-08-14
21080,2011-08-21,162.0,1,113.0,Naive (last week),5,2011-08-14
21080,2011-08-28,294.0,2,113.0,Naive (last week),5,2011-08-14
21080,2011-09-04,194.0,3,113.0,Naive (last week),5,2011-08-14
21080,2011-09-11,246.0,4,113.0,Naive (last week),5,2011-08-14
21212,2011-08-21,1650.0,1,335.0,Naive (last week),5,2011-08-14
21212,2011-08-28,508.0,2,335.0,Naive (last week),5,2011-08-14
21212,2011-09-04,459.0,3,335.0,Naive (last week),5,2011-08-14
21212,2011-09-11,712.0,4,335.0,Naive (last week),5,2011-08-14
21213,2011-08-21,852.0,1,88.0,Naive (last week),5,2011-08-14
21213,2011-08-28,231.0,2,88.0,Naive (last week),5,2011-08-14
21213,2011-09-04,219.0,3,88.0,Naive (last week),5,2011-08-14
21213,2011-09-11,800.0,4,88.0,Naive (last week),5,2011-08-14
21232,2011-08-21,112.0,1,119.0,Naive (last week),5,2011-08-14
21232,2011-08-28,149.0,2,119.0,Naive (last week),5,2011-08-14
21232,2011-09-04,74.0,3,119.0,Naive (last week),5,2011-08-14
21232,2011-09-11,287.0,4,119.0,Naive (last week),5,2011-08-14
21498,2011-08-21,100.0,1,175.0,Naive (last week),5,2011-08-14
21498,2011-08-28,100.0,2,175.0,Naive (last week),5,2011-08-14
21498,2011-09-04,50.0,3,175.0,Naive (last week),5,2011-08-14
21498,2011-09-11,275.0,4,175.0,Naive (last week),5,2011-08-14
21731,2011-08-21,535.0,1,960.0,Naive (last week),5,2011-08-14
21731,2011-08-28,121.0,2,960.0,Naive (last week),5,2011-08-14
21731,2011-09-04,108.0,3,960.0,Naive (last week),5,2011-08-14
21731,2011-09-11,303.0,4,960.0,Naive (last week),5,2011-08-14
21790,2011-08-21,177.0,1,342.0,Naive (last week),5,2011-08-14
21790,2011-08-28,139.0,2,342.0,Naive (last week),5,2011-08-14
21790,2011-09-04,311.0,3,342.0,Naive (last week),5,2011-08-14
21790,2011-09-11,968.0,4,342.0,Naive (last week),5,2011-08-14
21915,2011-08-21,336.0,1,857.0,Naive (last week),5,2011-08-14
21915,2011-08-28,366.0,2,857.0,Naive (last week),5,2011-08-14
21915,2011-09-04,1621.0,3,857.0,Naive (last week),5,2011-08-14
21915,2011-09-11,262.0,4,857.0,Naive (last week),5,2011-08-14
21931,2011-08-21,415.0,1,307.0,Naive (last week),5,2011-08-14
21931,2011-08-28,356.0,2,307.0,Naive (last week),5,2011-08-14
21931,2011-09-04,312.0,3,307.0,Naive (last week),5,2011-08-14
21931,2011-09-11,276.0,4,307.0,Naive (last week),5,2011-08-14
21975,2011-08-21,872.0,1,137.0,Naive (last week),5,2011-08-14
21975,2011-08-28,260.0,2,137.0,Naive (last week),5,2011-08-14
21975,2011-09-04,82.0,3,137.0,Naive (last week),5,2011-08-14
21975,2011-09-11,385.0,4,137.0,Naive (last week),5,2011-08-14
21977,2011-08-21,879.0,1,248.0,Naive (last week),5,2011-08-14
21977,2011-08-28,876.0,2,248.0,Naive (last week),5,2011-08-14
21977,2011-09-04,205.0,3,248.0,Naive (last week),5,2011-08-14
21977,2011-09-11,664.0,4,248.0,Naive (last week),5,2011-08-14
21980,2011-08-21,88.0,1,62.0,Naive (last week),5,2011-08-14
21980,2011-08-28,5.0,2,62.0,Naive (last week),5,2011-08-14
21980,2011-09-04,108.0,3,62.0,Naive (last week),5,2011-08-14
21980,2011-09-11,362.0,4,62.0,Naive (last week),5,2011-08-14
21981,2011-08-21,84.0,1,36.0,Naive (last week),5,2011-08-14
21981,2011-08-28,74.0,2,36.0,Naive (last week),5,2011-08-14
21981,2011-09-04,126.0,3,36.0,Naive (last week),5,2011-08-14
21981,2011-09-11,207.0,4,36.0,Naive (last week),5,2011-08-14
21982,2011-08-21,79.0,1,53.0,Naive (last week),5,2011-08-14
21982,2011-08-28,113.0,2,53.0,Naive (last week),5,2011-08-14
21982,2011-09-04,28.0,3,53.0,Naive (last week),5,2011-08-14
21982,2011-09-11,186.0,4,53.0,Naive (last week),5,2011-08-14
22086,2011-08-21,36.0,1,22.0,Naive (last week),5,2011-08-14
22086,2011-08-28,28.0,2,22.0,Naive (last week),5,2011-08-14
22086,2011-09-04,192.0,3,22.0,Naive (last week),5,2011-08-14
22086,2011-09-11,495.0,4,22.0,Naive (last week),5,2011-08-14
22151,2011-08-21,507.0,1,60.0,Naive (last week),5,2011-08-14
22151,2011-08-28,96.0,2,60.0,Naive (last week),5,2011-08-14
22151,2011-09-04,106.0,3,60.0,Naive (last week),5,2011-08-14
22151,2011-09-11,649.0,4,60.0,Naive (last week),5,2011-08-14
22178,2011-08-21,318.0,1,308.0,Naive (last week),5,2011-08-14
22178,2011-08-28,456.0,2,308.0,Naive (last week),5,2011-08-14
22178,2011-09-04,493.0,3,308.0,Naive (last week),5,2011-08-14
22178,2011-09-11,230.0,4,308.0,Naive (last week),5,2011-08-14
22197,2011-08-21,518.0,1,1735.0,Naive (last week),5,2011-08-14
22197,2011-08-28,826.0,2,1735.0,Naive (last week),5,2011-08-14
22197,2011-09-04,956.0,3,1735.0,Naive (last week),5,2011-08-14
22197,2011-09-11,516.0,4,1735.0,Naive (last week),5,2011-08-14
22355,2011-08-21,183.0,1,550.0,Naive (last week),5,2011-08-14
22355,2011-08-28,432.0,2,550.0,Naive (last week),5,2011-08-14
22355,2011-09-04,261.0,3,550.0,Naive (last week),5,2011-08-14
22355,2011-09-11,229.0,4,550.0,Naive (last week),5,2011-08-14
22386,2011-08-21,586.0,1,551.0,Naive (last week),5,2011-08-14
22386,2011-08-28,619.0,2,551.0,Naive (last week),5,2011-08-14
22386,2011-09-04,248.0,3,551.0,Naive (last week),5,2011-08-14
22386,2011-09-11,657.0,4,551.0,Naive (last week),5,2011-08-14
22411,2011-08-21,363.0,1,239.0,Naive (last week),5,2011-08-14
22411,2011-08-28,312.0,2,239.0,Naive (last week),5,2011-08-14
22411,2011-09-04,155.0,3,239.0,Naive (last week),5,2011-08-14
22411,2011-09-11,284.0,4,239.0,Naive (last week),5,2011-08-14
22423,2011-08-21,210.0,1,178.0,Naive (last week),5,2011-08-14
22423,2011-08-28,242.0,2,178.0,Naive (last week),5,2011-08-14
22423,2011-09-04,147.0,3,178.0,Naive (last week),5,2011-08-14
22423,2011-09-11,150.0,4,178.0,Naive (last week),5,2011-08-14
22469,2011-08-21,78.0,1,149.0,Naive (last week),5,2011-08-14
22469,2011-08-28,117.0,2,149.0,Naive (last week),5,2011-08-14
22469,2011-09-04,130.0,3,149.0,Naive (last week),5,2011-08-14
22469,2011-09-11,237.0,4,149.0,Naive (last week),5,2011-08-14
22492,2011-08-21,792.0,1,180.0,Naive (last week),5,2011-08-14
22492,2011-08-28,324.0,2,180.0,Naive (last week),5,2011-08-14
22492,2011-09-04,1336.0,3,180.0,Naive (last week),5,2011-08-14
22492,2011-09-11,192.0,4,180.0,Naive (last week),5,2011-08-14
22616,2011-08-21,149.0,1,138.0,Naive (last week),5,2011-08-14
22616,2011-08-28,413.0,2,138.0,Naive (last week),5,2011-08-14
22616,2011-09-04,485.0,3,138.0,Naive (last week),5,2011-08-14
22616,2011-09-11,76.0,4,138.0,Naive (last week),5,2011-08-14
22952,2011-08-21,299.0,1,101.0,Naive (last week),5,2011-08-14
22952,2011-08-28,118.0,2,101.0,Naive (last week),5,2011-08-14
22952,2011-09-04,470.0,3,101.0,Naive (last week),5,2011-08-14
22952,2011-09-11,723.0,4,101.0,Naive (last week),5,2011-08-14
23084,2011-08-21,1.0,1,10.0,Naive (last week),5,2011-08-14
23084,2011-08-28,768.0,2,10.0,Naive (last week),5,2011-08-14
23084,2011-09-04,1161.0,3,10.0,Naive (last week),5,2011-08-14
23084,2011-09-11,10.0,4,10.0,Naive (last week),5,2011-08-14
23166,2011-08-21,141.0,1,59.0,Naive (last week),5,2011-08-14
23166,2011-08-28,82.0,2,59.0,Naive (last week),5,2011-08-14
23166,2011-09-04,24.0,3,59.0,Naive (last week),5,2011-08-14
23166,2011-09-11,129.0,4,59.0,Naive (last week),5,2011-08-14
23843,2011-08-21,0.0,1,0.0,Naive (last week),5,2011-08-14
23843,2011-08-28,0.0,2,0.0,Naive (last week),5,2011-08-14
23843,2011-09-04,0.0,3,0.0,Naive (last week),5,2011-08-14
23843,2011-09-11,0.0,4,0.0,Naive (last week),5,2011-08-14
47566,2011-08-21,402.0,1,330.0,Naive (last week),5,2011-08-14
47566,2011-08-28,471.0,2,330.0,Naive (last week),5,2011-08-14
47566,2011-09-04,207.0,3,330.0,Naive (last week),5,2011-08-14
47566,2011-09-11,300.0,4,330.0,Naive (last week),5,2011-08-14
71459,2011-08-21,216.0,1,188.0,Naive (last week),5,2011-08-14
71459,2011-08-28,120.0,2,188.0,Naive (last week),5,2011-08-14
71459,2011-09-04,100.0,3,188.0,Naive (last week),5,2011-08-14
71459,2011-09-11,340.0,4,188.0,Naive (last week),5,2011-08-14
84077,2011-08-21,528.0,1,577.0,Naive (last week),5,2011-08-14
84077,2011-08-28,1056.0,2,577.0,Naive (last week),5,2011-08-14
84077,2011-09-04,290.0,3,577.0,Naive (last week),5,2011-08-14
84077,2011-09-11,432.0,4,577.0,Naive (last week),5,2011-08-14
84347,2011-08-21,17.0,1,6.0,Naive (last week),5,2011-08-14
84347,2011-08-28,18.0,2,6.0,Naive (last week),5,2011-08-14
84347,2011-09-04,64.0,3,6.0,Naive (last week),5,2011-08-14
84347,2011-09-11,56.0,4,6.0,Naive (last week),5,2011-08-14
84568,2011-08-21,0.0,1,35.0,Naive (last week),5,2011-08-14
84568,2011-08-28,0.0,2,35.0,Naive (last week),5,2011-08-14
84568,2011-09-04,1532.0,3,35.0,Naive (last week),5,2011-08-14
84568,2011-09-11,45.0,4,35.0,Naive (last week),5,2011-08-14
84755,2011-08-21,204.0,1,688.0,Naive (last week),5,2011-08-14
84755,2011-08-28,464.0,2,688.0,Naive (last week),5,2011-08-14
84755,2011-09-04,272.0,3,688.0,Naive (last week),5,2011-08-14
84755,2011-09-11,380.0,4,688.0,Naive (last week),5,2011-08-14
84879,2011-08-21,556.0,1,1323.0,Naive (last week),5,2011-08-14
84879,2011-08-28,850.0,2,1323.0,Naive (last week),5,2011-08-14
84879,2011-09-04,216.0,3,1323.0,Naive (last week),5,2011-08-14
84879,2011-09-11,488.0,4,1323.0,Naive (last week),5,2011-08-14
84946,2011-08-21,540.0,1,163.0,Naive (last week),5,2011-08-14
84946,2011-08-28,264.0,2,163.0,Naive (last week),5,2011-08-14
84946,2011-09-04,184.0,3,163.0,Naive (last week),5,2011-08-14
84946,2011-09-11,271.0,4,163.0,Naive (last week),5,2011-08-14
84970S,2011-08-21,76.0,1,63.0,Naive (last week),5,2011-08-14
84970S,2011-08-28,99.0,2,63.0,Naive (last week),5,2011-08-14
84970S,2011-09-04,119.0,3,63.0,Naive (last week),5,2011-08-14
84970S,2011-09-11,97.0,4,63.0,Naive (last week),5,2011-08-14
84991,2011-08-21,648.0,1,340.0,Naive (last week),5,2011-08-14
84991,2011-08-28,155.0,2,340.0,Naive (last week),5,2011-08-14
84991,2011-09-04,141.0,3,340.0,Naive (last week),5,2011-08-14
84991,2011-09-11,910.0,4,340.0,Naive (last week),5,2011-08-14
84992,2011-08-21,89.0,1,107.0,Naive (last week),5,2011-08-14
84992,2011-08-28,126.0,2,107.0,Naive (last week),5,2011-08-14
84992,2011-09-04,192.0,3,107.0,Naive (last week),5,2011-08-14
84992,2011-09-11,207.0,4,107.0,Naive (last week),5,2011-08-14
85099B,2011-08-21,1356.0,1,1373.0,Naive (last week),5,2011-08-14
85099B,2011-08-28,1518.0,2,1373.0,Naive (last week),5,2011-08-14
85099B,2011-09-04,717.0,3,1373.0,Naive (last week),5,2011-08-14
85099B,2011-09-11,556.0,4,1373.0,Naive (last week),5,2011-08-14
85099C,2011-08-21,333.0,1,262.0,Naive (last week),5,2011-08-14
85099C,2011-08-28,132.0,2,262.0,Naive (last week),5,2011-08-14
85099C,2011-09-04,264.0,3,262.0,Naive (last week),5,2011-08-14
85099C,2011-09-11,439.0,4,262.0,Naive (last week),5,2011-08-14
85099F,2011-08-21,328.0,1,320.0,Naive (last week),5,2011-08-14
85099F,2011-08-28,872.0,2,320.0,Naive (last week),5,2011-08-14
85099F,2011-09-04,278.0,3,320.0,Naive (last week),5,2011-08-14
85099F,2011-09-11,189.0,4,320.0,Naive (last week),5,2011-08-14
85123A,2011-08-21,297.0,1,477.0,Naive (last week),5,2011-08-14
85123A,2011-08-28,775.0,2,477.0,Naive (last week),5,2011-08-14
85123A,2011-09-04,396.0,3,477.0,Naive (last week),5,2011-08-14
85123A,2011-09-11,449.0,4,477.0,Naive (last week),5,2011-08-14
15036,2011-08-21,60.0,1,0.0,Seasonal naive (52w),5,2011-08-14
15036,2011-08-28,60.0,2,18.0,Seasonal naive (52w),5,2011-08-14
15036,2011-09-04,181.0,3,26.0,Seasonal naive (52w),5,2011-08-14
15036,2011-09-11,215.0,4,2.0,Seasonal naive (52w),5,2011-08-14
16014,2011-08-21,1.0,1,0.0,Seasonal naive (52w),5,2011-08-14
16014,2011-08-28,2054.0,2,1010.0,Seasonal naive (52w),5,2011-08-14
16014,2011-09-04,0.0,3,0.0,Seasonal naive (52w),5,2011-08-14
16014,2011-09-11,1020.0,4,20.0,Seasonal naive (52w),5,2011-08-14
17003,2011-08-21,78.0,1,828.0,Seasonal naive (52w),5,2011-08-14
17003,2011-08-28,940.0,2,864.0,Seasonal naive (52w),5,2011-08-14
17003,2011-09-04,291.0,3,11210.0,Seasonal naive (52w),5,2011-08-14
17003,2011-09-11,180.0,4,1590.0,Seasonal naive (52w),5,2011-08-14
20724,2011-08-21,331.0,1,256.0,Seasonal naive (52w),5,2011-08-14
20724,2011-08-28,562.0,2,87.0,Seasonal naive (52w),5,2011-08-14
20724,2011-09-04,120.0,3,542.0,Seasonal naive (52w),5,2011-08-14
20724,2011-09-11,580.0,4,202.0,Seasonal naive (52w),5,2011-08-14
20725,2011-08-21,433.0,1,940.0,Seasonal naive (52w),5,2011-08-14
20725,2011-08-28,341.0,2,450.0,Seasonal naive (52w),5,2011-08-14
20725,2011-09-04,202.0,3,375.0,Seasonal naive (52w),5,2011-08-14
20725,2011-09-11,524.0,4,483.0,Seasonal naive (52w),5,2011-08-14
20727,2011-08-21,275.0,1,279.0,Seasonal naive (52w),5,2011-08-14
20727,2011-08-28,417.0,2,258.0,Seasonal naive (52w),5,2011-08-14
20727,2011-09-04,187.0,3,246.0,Seasonal naive (52w),5,2011-08-14
20727,2011-09-11,277.0,4,162.0,Seasonal naive (52w),5,2011-08-14
21080,2011-08-21,162.0,1,281.0,Seasonal naive (52w),5,2011-08-14
21080,2011-08-28,294.0,2,282.0,Seasonal naive (52w),5,2011-08-14
21080,2011-09-04,194.0,3,269.0,Seasonal naive (52w),5,2011-08-14
21080,2011-09-11,246.0,4,188.0,Seasonal naive (52w),5,2011-08-14
21212,2011-08-21,1650.0,1,1859.0,Seasonal naive (52w),5,2011-08-14
21212,2011-08-28,508.0,2,397.0,Seasonal naive (52w),5,2011-08-14
21212,2011-09-04,459.0,3,1097.0,Seasonal naive (52w),5,2011-08-14
21212,2011-09-11,712.0,4,687.0,Seasonal naive (52w),5,2011-08-14
21213,2011-08-21,852.0,1,1179.0,Seasonal naive (52w),5,2011-08-14
21213,2011-08-28,231.0,2,134.0,Seasonal naive (52w),5,2011-08-14
21213,2011-09-04,219.0,3,581.0,Seasonal naive (52w),5,2011-08-14
21213,2011-09-11,800.0,4,147.0,Seasonal naive (52w),5,2011-08-14
21232,2011-08-21,112.0,1,440.0,Seasonal naive (52w),5,2011-08-14
21232,2011-08-28,149.0,2,355.0,Seasonal naive (52w),5,2011-08-14
21232,2011-09-04,74.0,3,312.0,Seasonal naive (52w),5,2011-08-14
21232,2011-09-11,287.0,4,398.0,Seasonal naive (52w),5,2011-08-14
21498,2011-08-21,100.0,1,225.0,Seasonal naive (52w),5,2011-08-14
21498,2011-08-28,100.0,2,25.0,Seasonal naive (52w),5,2011-08-14
21498,2011-09-04,50.0,3,125.0,Seasonal naive (52w),5,2011-08-14
21498,2011-09-11,275.0,4,700.0,Seasonal naive (52w),5,2011-08-14
21731,2011-08-21,535.0,1,49.0,Seasonal naive (52w),5,2011-08-14
21731,2011-08-28,121.0,2,284.0,Seasonal naive (52w),5,2011-08-14
21731,2011-09-04,108.0,3,601.0,Seasonal naive (52w),5,2011-08-14
21731,2011-09-11,303.0,4,140.0,Seasonal naive (52w),5,2011-08-14
21790,2011-08-21,177.0,1,343.0,Seasonal naive (52w),5,2011-08-14
21790,2011-08-28,139.0,2,185.0,Seasonal naive (52w),5,2011-08-14
21790,2011-09-04,311.0,3,132.0,Seasonal naive (52w),5,2011-08-14
21790,2011-09-11,968.0,4,166.0,Seasonal naive (52w),5,2011-08-14
21915,2011-08-21,336.0,1,255.0,Seasonal naive (52w),5,2011-08-14
21915,2011-08-28,366.0,2,231.0,Seasonal naive (52w),5,2011-08-14
21915,2011-09-04,1621.0,3,713.0,Seasonal naive (52w),5,2011-08-14
21915,2011-09-11,262.0,4,398.0,Seasonal naive (52w),5,2011-08-14
21931,2011-08-21,415.0,1,510.0,Seasonal naive (52w),5,2011-08-14
21931,2011-08-28,356.0,2,374.0,Seasonal naive (52w),5,2011-08-14
21931,2011-09-04,312.0,3,521.0,Seasonal naive (52w),5,2011-08-14
21931,2011-09-11,276.0,4,557.0,Seasonal naive (52w),5,2011-08-14
21975,2011-08-21,872.0,1,364.0,Seasonal naive (52w),5,2011-08-14
21975,2011-08-28,260.0,2,80.0,Seasonal naive (52w),5,2011-08-14
21975,2011-09-04,82.0,3,249.0,Seasonal naive (52w),5,2011-08-14
